Rk,Team,Conf_x,W-L,BPI Off,BPI Def,BPI,Year_x,Conf_y,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,Year_y
71,Memphis,American,18-14,2.5,3.8,6.2,2015,Amer,105.9,96.4,0.7464,46.1,44.9,16.4,18.9,32.4,29.6,41.9,38.4,45.1,44.6,32.4,30.5,74.4,-5.6,2016.0
71,Memphis,American,18-14,2.5,3.8,6.2,2015,Amer,105.8,100.5,0.6442,48.9,48.8,16.3,19.3,31.6,30.6,36.7,33.2,51.1,47.7,29.5,33.7,70.0,-3.4,2017.0
71,Memphis,American,18-14,2.5,3.8,6.2,2015,Amer,107.6,106.0,0.5439,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37.0,67.4,-4.4,2018.0
71,Memphis,American,18-14,2.5,3.8,6.2,2015,Amer,108.1,96.0,0.7973,51.0,48.6,19.8,21.3,33.4,30.9,37.3,37.5,52.5,48.9,32.2,32.2,75.7,-1.4,2019.0
71,Memphis,American,18-14,2.5,3.8,6.2,2015,Amer,112.6,97.0,0.8479,51.9,48.4,18.6,20.3,35.8,33.3,39.5,33.8,52.7,49.2,33.0,31.0,69.5,2.8,2014.0
71,Memphis,American,18-14,2.5,3.8,6.2,2015,CUSA,106.1,90.2,0.8672,52.4,45.5,20.7,22.1,35.6,31.1,37.2,34.9,51.1,43.8,37.2,33.0,69.3,4.5,2013.0
59,Memphis,American,19-15,5.3,2.3,7.6,2016,Amer,104.7,95.1,0.7509,48.4,44.4,20.2,19.2,37.0,31.6,31.6,38.7,48.1,43.8,32.8,30.4,66.6,-5.4,2015.0
59,Memphis,American,19-15,5.3,2.3,7.6,2016,Amer,105.9,96.4,0.7464,46.1,44.9,16.4,18.9,32.4,29.6,41.9,38.4,45.1,44.6,32.4,30.5,74.4,-5.6,2016.0
59,Memphis,American,19-15,5.3,2.3,7.6,2016,Amer,105.8,100.5,0.6442,48.9,48.8,16.3,19.3,31.6,30.6,36.7,33.2,51.1,47.7,29.5,33.7,70.0,-3.4,2017.0
59,Memphis,American,19-15,5.3,2.3,7.6,2016,Amer,107.6,106.0,0.5439,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37.0,67.4,-4.4,2018.0
59,Memphis,American,19-15,5.3,2.3,7.6,2016,Amer,108.1,96.0,0.7973,51.0,48.6,19.8,21.3,33.4,30.9,37.3,37.5,52.5,48.9,32.2,32.2,75.7,-1.4,2019.0
59,Memphis,American,19-15,5.3,2.3,7.6,2016,Amer,112.6,97.0,0.8479,51.9,48.4,18.6,20.3,35.8,33.3,39.5,33.8,52.7,49.2,33.0,31.0,69.5,2.8,2014.0
59,Memphis,American,19-15,5.3,2.3,7.6,2016,CUSA,106.1,90.2,0.8672,52.4,45.5,20.7,22.1,35.6,31.1,37.2,34.9,51.1,43.8,37.2,33.0,69.3,4.5,2013.0
116,Memphis,American,19-13,0.9,1.8,2.7,2017,Amer,104.7,95.1,0.7509,48.4,44.4,20.2,19.2,37.0,31.6,31.6,38.7,48.1,43.8,32.8,30.4,66.6,-5.4,2015.0
116,Memphis,American,19-13,0.9,1.8,2.7,2017,Amer,105.9,96.4,0.7464,46.1,44.9,16.4,18.9,32.4,29.6,41.9,38.4,45.1,44.6,32.4,30.5,74.4,-5.6,2016.0
116,Memphis,American,19-13,0.9,1.8,2.7,2017,Amer,105.8,100.5,0.6442,48.9,48.8,16.3,19.3,31.6,30.6,36.7,33.2,51.1,47.7,29.5,33.7,70.0,-3.4,2017.0
116,Memphis,American,19-13,0.9,1.8,2.7,2017,Amer,107.6,106.0,0.5439,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37.0,67.4,-4.4,2018.0
116,Memphis,American,19-13,0.9,1.8,2.7,2017,Amer,108.1,96.0,0.7973,51.0,48.6,19.8,21.3,33.4,30.9,37.3,37.5,52.5,48.9,32.2,32.2,75.7,-1.4,2019.0
116,Memphis,American,19-13,0.9,1.8,2.7,2017,Amer,112.6,97.0,0.8479,51.9,48.4,18.6,20.3,35.8,33.3,39.5,33.8,52.7,49.2,33.0,31.0,69.5,2.8,2014.0
116,Memphis,American,19-13,0.9,1.8,2.7,2017,CUSA,106.1,90.2,0.8672,52.4,45.5,20.7,22.1,35.6,31.1,37.2,34.9,51.1,43.8,37.2,33.0,69.3,4.5,2013.0
160,Memphis,American,21-13,1.2,-0.7,0.5,2018,Amer,104.7,95.1,0.7509,48.4,44.4,20.2,19.2,37.0,31.6,31.6,38.7,48.1,43.8,32.8,30.4,66.6,-5.4,2015.0
160,Memphis,American,21-13,1.2,-0.7,0.5,2018,Amer,105.9,96.4,0.7464,46.1,44.9,16.4,18.9,32.4,29.6,41.9,38.4,45.1,44.6,32.4,30.5,74.4,-5.6,2016.0
160,Memphis,American,21-13,1.2,-0.7,0.5,2018,Amer,105.8,100.5,0.6442,48.9,48.8,16.3,19.3,31.6,30.6,36.7,33.2,51.1,47.7,29.5,33.7,70.0,-3.4,2017.0
160,Memphis,American,21-13,1.2,-0.7,0.5,2018,Amer,107.6,106.0,0.5439,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37.0,67.4,-4.4,2018.0
160,Memphis,American,21-13,1.2,-0.7,0.5,2018,Amer,108.1,96.0,0.7973,51.0,48.6,19.8,21.3,33.4,30.9,37.3,37.5,52.5,48.9,32.2,32.2,75.7,-1.4,2019.0
160,Memphis,American,21-13,1.2,-0.7,0.5,2018,Amer,112.6,97.0,0.8479,51.9,48.4,18.6,20.3,35.8,33.3,39.5,33.8,52.7,49.2,33.0,31.0,69.5,2.8,2014.0
160,Memphis,American,21-13,1.2,-0.7,0.5,2018,CUSA,106.1,90.2,0.8672,52.4,45.5,20.7,22.1,35.6,31.1,37.2,34.9,51.1,43.8,37.2,33.0,69.3,4.5,2013.0
4,UCLA,Pac-12,35-4,7.9,10.9,18.9,2008,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
4,UCLA,Pac-12,35-4,7.9,10.9,18.9,2008,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
4,UCLA,Pac-12,35-4,7.9,10.9,18.9,2008,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
4,UCLA,Pac-12,35-4,7.9,10.9,18.9,2008,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
4,UCLA,Pac-12,35-4,7.9,10.9,18.9,2008,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
4,UCLA,Pac-12,35-4,7.9,10.9,18.9,2008,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
4,UCLA,Pac-12,35-4,7.9,10.9,18.9,2008,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
16,UCLA,Pac-12,26-9,10.4,3.3,13.7,2009,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
16,UCLA,Pac-12,26-9,10.4,3.3,13.7,2009,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
16,UCLA,Pac-12,26-9,10.4,3.3,13.7,2009,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
16,UCLA,Pac-12,26-9,10.4,3.3,13.7,2009,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
16,UCLA,Pac-12,26-9,10.4,3.3,13.7,2009,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
16,UCLA,Pac-12,26-9,10.4,3.3,13.7,2009,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
16,UCLA,Pac-12,26-9,10.4,3.3,13.7,2009,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
109,UCLA,Pac-12,14-18,1.5,2.2,3.7,2010,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
109,UCLA,Pac-12,14-18,1.5,2.2,3.7,2010,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
109,UCLA,Pac-12,14-18,1.5,2.2,3.7,2010,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
109,UCLA,Pac-12,14-18,1.5,2.2,3.7,2010,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
109,UCLA,Pac-12,14-18,1.5,2.2,3.7,2010,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
109,UCLA,Pac-12,14-18,1.5,2.2,3.7,2010,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
109,UCLA,Pac-12,14-18,1.5,2.2,3.7,2010,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
74,UCLA,Pac-12,23-11,3.3,2.7,6.0,2011,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
74,UCLA,Pac-12,23-11,3.3,2.7,6.0,2011,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
74,UCLA,Pac-12,23-11,3.3,2.7,6.0,2011,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
74,UCLA,Pac-12,23-11,3.3,2.7,6.0,2011,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
74,UCLA,Pac-12,23-11,3.3,2.7,6.0,2011,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
74,UCLA,Pac-12,23-11,3.3,2.7,6.0,2011,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
74,UCLA,Pac-12,23-11,3.3,2.7,6.0,2011,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
70,UCLA,Pac-12,19-14,1.7,4.9,6.6,2012,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
70,UCLA,Pac-12,19-14,1.7,4.9,6.6,2012,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
70,UCLA,Pac-12,19-14,1.7,4.9,6.6,2012,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
70,UCLA,Pac-12,19-14,1.7,4.9,6.6,2012,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
70,UCLA,Pac-12,19-14,1.7,4.9,6.6,2012,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
70,UCLA,Pac-12,19-14,1.7,4.9,6.6,2012,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
70,UCLA,Pac-12,19-14,1.7,4.9,6.6,2012,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
60,UCLA,Pac-12,25-10,8.8,-1.0,7.8,2013,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
60,UCLA,Pac-12,25-10,8.8,-1.0,7.8,2013,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
60,UCLA,Pac-12,25-10,8.8,-1.0,7.8,2013,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
60,UCLA,Pac-12,25-10,8.8,-1.0,7.8,2013,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
60,UCLA,Pac-12,25-10,8.8,-1.0,7.8,2013,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
60,UCLA,Pac-12,25-10,8.8,-1.0,7.8,2013,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
60,UCLA,Pac-12,25-10,8.8,-1.0,7.8,2013,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
20,UCLA,Pac-12,28-9,12.0,1.8,13.8,2014,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
20,UCLA,Pac-12,28-9,12.0,1.8,13.8,2014,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
20,UCLA,Pac-12,28-9,12.0,1.8,13.8,2014,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
20,UCLA,Pac-12,28-9,12.0,1.8,13.8,2014,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
20,UCLA,Pac-12,28-9,12.0,1.8,13.8,2014,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
20,UCLA,Pac-12,28-9,12.0,1.8,13.8,2014,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
20,UCLA,Pac-12,28-9,12.0,1.8,13.8,2014,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
91,UCLA,Pac-12,22-14,5.8,-1.0,4.8,2015,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
91,UCLA,Pac-12,22-14,5.8,-1.0,4.8,2015,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
91,UCLA,Pac-12,22-14,5.8,-1.0,4.8,2015,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
91,UCLA,Pac-12,22-14,5.8,-1.0,4.8,2015,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
91,UCLA,Pac-12,22-14,5.8,-1.0,4.8,2015,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
91,UCLA,Pac-12,22-14,5.8,-1.0,4.8,2015,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
91,UCLA,Pac-12,22-14,5.8,-1.0,4.8,2015,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
88,UCLA,Pac-12,15-17,5.3,0.0,5.3,2016,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
88,UCLA,Pac-12,15-17,5.3,0.0,5.3,2016,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
88,UCLA,Pac-12,15-17,5.3,0.0,5.3,2016,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
88,UCLA,Pac-12,15-17,5.3,0.0,5.3,2016,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
88,UCLA,Pac-12,15-17,5.3,0.0,5.3,2016,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
88,UCLA,Pac-12,15-17,5.3,0.0,5.3,2016,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
88,UCLA,Pac-12,15-17,5.3,0.0,5.3,2016,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
12,UCLA,Pac-12,31-5,14.4,2.4,16.8,2017,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
12,UCLA,Pac-12,31-5,14.4,2.4,16.8,2017,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
12,UCLA,Pac-12,31-5,14.4,2.4,16.8,2017,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
12,UCLA,Pac-12,31-5,14.4,2.4,16.8,2017,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
12,UCLA,Pac-12,31-5,14.4,2.4,16.8,2017,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
12,UCLA,Pac-12,31-5,14.4,2.4,16.8,2017,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
12,UCLA,Pac-12,31-5,14.4,2.4,16.8,2017,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
56,UCLA,Pac-12,21-12,6.9,1.3,8.1,2018,P12,111.6,99.7,0.7843,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,70.4,-3.9,2016.0
56,UCLA,Pac-12,21-12,6.9,1.3,8.1,2018,P12,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,2019.0
56,UCLA,Pac-12,21-12,6.9,1.3,8.1,2018,P12,110.0,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34.0,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,2013.0
56,UCLA,Pac-12,21-12,6.9,1.3,8.1,2018,P12,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,2018.0
56,UCLA,Pac-12,21-12,6.9,1.3,8.1,2018,P12,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0.0,2015.0
56,UCLA,Pac-12,21-12,6.9,1.3,8.1,2018,P12,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,2017.0
56,UCLA,Pac-12,21-12,6.9,1.3,8.1,2018,P12,119.0,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53.0,48.6,38.0,34.4,70.2,4.5,2014.0
5,Duke,ACC,28-6,13.8,4.3,18.2,2008,ACC,125.2,90.6,0.9764,56.6,46.5,16.3,18.6,35.8,30.2,39.8,23.9,55.9,46.3,38.7,31.4,66.4,10.7,2015.0
5,Duke,ACC,28-6,13.8,4.3,18.2,2008,ACC,122.3,92.9,0.9592,55.9,46.4,17.5,17.3,38.8,30.0,34.6,22.3,56.0,45.4,37.2,32.0,70.9,6.6,2018.0
5,Duke,ACC,28-6,13.8,4.3,18.2,2008,ACC,118.9,89.2,0.9646,53.6,45.0,17.5,19.4,35.6,29.5,33.2,24.0,58.0,45.0,30.8,29.9,73.6,11.2,2019.0
5,Duke,ACC,28-6,13.8,4.3,18.2,2008,ACC,118.4,91.5,0.9507,53.9,45.5,15.6,20.4,28.8,32.3,39.2,32.7,50.8,46.2,39.9,29.0,67.8,7.5,2013.0
5,Duke,ACC,28-6,13.8,4.3,18.2,2008,ACC,122.1,95.6,0.9436,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6,2017.0
5,Duke,ACC,28-6,13.8,4.3,18.2,2008,ACC,125.9,98.6,0.9432,53.8,49.3,14.6,18.5,35.2,31.3,38.8,40.8,50.3,50.3,39.5,30.7,66.7,6.5,2014.0
5,Duke,ACC,28-6,13.8,4.3,18.2,2008,ACC,121.2,98.9,0.9122,53.7,49.5,14.3,17.4,33.2,34.7,40.6,25.3,51.0,48.9,38.5,34.0,68.7,4.2,2016.0
4,Duke,ACC,30-7,11.3,7.0,18.4,2009,ACC,125.2,90.6,0.9764,56.6,46.5,16.3,18.6,35.8,30.2,39.8,23.9,55.9,46.3,38.7,31.4,66.4,10.7,2015.0
4,Duke,ACC,30-7,11.3,7.0,18.4,2009,ACC,122.3,92.9,0.9592,55.9,46.4,17.5,17.3,38.8,30.0,34.6,22.3,56.0,45.4,37.2,32.0,70.9,6.6,2018.0
4,Duke,ACC,30-7,11.3,7.0,18.4,2009,ACC,118.9,89.2,0.9646,53.6,45.0,17.5,19.4,35.6,29.5,33.2,24.0,58.0,45.0,30.8,29.9,73.6,11.2,2019.0
4,Duke,ACC,30-7,11.3,7.0,18.4,2009,ACC,118.4,91.5,0.9507,53.9,45.5,15.6,20.4,28.8,32.3,39.2,32.7,50.8,46.2,39.9,29.0,67.8,7.5,2013.0
4,Duke,ACC,30-7,11.3,7.0,18.4,2009,ACC,122.1,95.6,0.9436,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6,2017.0
4,Duke,ACC,30-7,11.3,7.0,18.4,2009,ACC,125.9,98.6,0.9432,53.8,49.3,14.6,18.5,35.2,31.3,38.8,40.8,50.3,50.3,39.5,30.7,66.7,6.5,2014.0
4,Duke,ACC,30-7,11.3,7.0,18.4,2009,ACC,121.2,98.9,0.9122,53.7,49.5,14.3,17.4,33.2,34.7,40.6,25.3,51.0,48.9,38.5,34.0,68.7,4.2,2016.0
1,Duke,ACC,35-5,12.8,9.6,22.5,2010,ACC,125.2,90.6,0.9764,56.6,46.5,16.3,18.6,35.8,30.2,39.8,23.9,55.9,46.3,38.7,31.4,66.4,10.7,2015.0
1,Duke,ACC,35-5,12.8,9.6,22.5,2010,ACC,122.3,92.9,0.9592,55.9,46.4,17.5,17.3,38.8,30.0,34.6,22.3,56.0,45.4,37.2,32.0,70.9,6.6,2018.0
1,Duke,ACC,35-5,12.8,9.6,22.5,2010,ACC,118.9,89.2,0.9646,53.6,45.0,17.5,19.4,35.6,29.5,33.2,24.0,58.0,45.0,30.8,29.9,73.6,11.2,2019.0
1,Duke,ACC,35-5,12.8,9.6,22.5,2010,ACC,118.4,91.5,0.9507,53.9,45.5,15.6,20.4,28.8,32.3,39.2,32.7,50.8,46.2,39.9,29.0,67.8,7.5,2013.0
1,Duke,ACC,35-5,12.8,9.6,22.5,2010,ACC,122.1,95.6,0.9436,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6,2017.0
1,Duke,ACC,35-5,12.8,9.6,22.5,2010,ACC,125.9,98.6,0.9432,53.8,49.3,14.6,18.5,35.2,31.3,38.8,40.8,50.3,50.3,39.5,30.7,66.7,6.5,2014.0
1,Duke,ACC,35-5,12.8,9.6,22.5,2010,ACC,121.2,98.9,0.9122,53.7,49.5,14.3,17.4,33.2,34.7,40.6,25.3,51.0,48.9,38.5,34.0,68.7,4.2,2016.0
3,Duke,ACC,32-5,13.7,5.3,19.0,2011,ACC,125.2,90.6,0.9764,56.6,46.5,16.3,18.6,35.8,30.2,39.8,23.9,55.9,46.3,38.7,31.4,66.4,10.7,2015.0
3,Duke,ACC,32-5,13.7,5.3,19.0,2011,ACC,122.3,92.9,0.9592,55.9,46.4,17.5,17.3,38.8,30.0,34.6,22.3,56.0,45.4,37.2,32.0,70.9,6.6,2018.0
